Jurisdiction, Description, Taxable_Sales_and_Purchases, Row_Update_Indicator, QuarterDate
DUTCHESS,Pharmaceutical and Medicine Manufacturing,469623.00,15201833254,2018-11-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,405357.00,15201843254,2018-02-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,668822.00,15201913254,2019-05-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,605885.00,15201923254,2019-08-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,588359.00,15201933254,2019-11-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,495461.00,15201943254,2019-02-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,414524.00,15202013254,2020-05-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,387292.00,15202023254,2020-08-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,434303.00,15202033254,2020-11-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,371242.00,15202043254,2020-02-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,405440.00,15202113254,2021-05-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,498503.00,15202123254,2021-08-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,369383.00,15202133254,2021-11-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,342282.00,15202143254,2021-02-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,323779.00,15202213254,2022-05-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,407668.00,15202223254,2022-08-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,397801.00,15202233254,2022-11-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,349999.00,15202243254,2022-02-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,366591.00,15202313254,2023-05-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,431375.00,15202323254,2023-08-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,431854.00,15202333254,2023-11-01
DUTCHESS,Pharmaceutical and Medicine Manufacturing,392819.00,15202343254,2023-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,1859803.00,16201413254,2014-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,1641890.00,16201423254,2014-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,1083712.00,16201433254,2014-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,1070499.00,16201443254,2014-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,1486599.00,16201513254,2015-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,1560697.00,16201523254,2015-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,1574112.00,16201533254,2015-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,2100235.00,16201543254,2015-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,2149073.00,16201613254,2016-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,1824882.00,16201623254,2016-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,2672994.00,16201633254,2016-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,2049832.00,16201643254,2016-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,2319063.00,16201713254,2017-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,2929081.00,16201723254,2017-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,2015594.00,16201733254,2017-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,1935778.00,16201743254,2017-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,3299237.00,16201813254,2018-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,2500063.00,16201823254,2018-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,2175585.00,16201833254,2018-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,2224435.00,16201843254,2018-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,2965362.00,16201913254,2019-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,1736694.00,16201923254,2019-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,1843857.00,16201933254,2019-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,1516662.00,16201943254,2019-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,1370257.00,16202013254,2020-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,2017589.00,16202023254,2020-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,2367654.00,16202033254,2020-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,1695560.00,16202043254,2020-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,1849911.00,16202113254,2021-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,2026586.00,16202123254,2021-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,1639741.00,16202133254,2021-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,1228575.00,16202143254,2021-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,1516159.00,16202213254,2022-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,1570119.00,16202223254,2022-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,1971717.00,16202233254,2022-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,2484533.00,16202243254,2022-02-01
ERIE,Pharmaceutical and Medicine Manufacturing,1650114.00,16202313254,2023-05-01
ERIE,Pharmaceutical and Medicine Manufacturing,1593569.00,16202323254,2023-08-01
ERIE,Pharmaceutical and Medicine Manufacturing,1599535.00,16202333254,2023-11-01
ERIE,Pharmaceutical and Medicine Manufacturing,1320911.00,16202343254,2023-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,21540.00,17201413254,2014-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,18799.00,17201423254,2014-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,19415.00,17201433254,2014-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,8761.00,17201443254,2014-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,47708.00,17201513254,2015-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,19477.00,17201523254,2015-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,14713.00,17201533254,2015-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,26042.00,17201543254,2015-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,68397.00,17201613254,2016-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,105159.00,17201623254,2016-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,67539.00,17201633254,2016-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,63600.00,17201643254,2016-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,101513.00,17201713254,2017-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,67478.00,17201723254,2017-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,54335.00,17201733254,2017-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,46639.00,17201743254,2017-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,88168.00,17201813254,2018-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,123399.00,17201823254,2018-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,78696.00,17201833254,2018-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,39691.00,17201843254,2018-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,104829.00,17201913254,2019-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,79391.00,17201923254,2019-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,76300.00,17201933254,2019-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,36620.00,17201943254,2019-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,73611.00,17202013254,2020-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,49670.00,17202023254,2020-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,47836.00,17202033254,2020-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,34461.00,17202043254,2020-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,47845.00,17202113254,2021-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,59768.00,17202123254,2021-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,33370.00,17202133254,2021-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,33547.00,17202143254,2021-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,35214.00,17202213254,2022-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,51454.00,17202223254,2022-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,50969.00,17202233254,2022-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,38331.00,17202243254,2022-02-01
ESSEX,Pharmaceutical and Medicine Manufacturing,63751.00,17202313254,2023-05-01
ESSEX,Pharmaceutical and Medicine Manufacturing,47114.00,17202323254,2023-08-01
ESSEX,Pharmaceutical and Medicine Manufacturing,58232.00,17202333254,2023-11-01
ESSEX,Pharmaceutical and Medicine Manufacturing,39244.00,17202343254,2023-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,2985.00,18201413254,2014-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,6406.00,18201423254,2014-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,6154.00,18201433254,2014-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,4048.00,18201443254,2014-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,4337.00,18201513254,2015-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,3834.00,18201523254,2015-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,3184.00,18201533254,2015-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,6525.00,18201543254,2015-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,15933.00,18201613254,2016-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,22834.00,18201623254,2016-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,18397.00,18201633254,2016-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,15996.00,18201643254,2016-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,36030.00,18201713254,2017-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,53141.00,18201723254,2017-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,32427.00,18201733254,2017-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,32166.00,18201743254,2017-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,46344.00,18201813254,2018-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,41449.00,18201823254,2018-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,25326.00,18201833254,2018-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,12480.00,18201843254,2018-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,33529.00,18201913254,2019-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,28395.00,18201923254,2019-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,30756.00,18201933254,2019-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,15050.00,18201943254,2019-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,15549.00,18202013254,2020-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,19943.00,18202023254,2020-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,17448.00,18202033254,2020-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,17911.00,18202043254,2020-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,29189.00,18202113254,2021-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,38312.00,18202123254,2021-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,33660.00,18202133254,2021-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,7614.00,18202143254,2021-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,9902.00,18202213254,2022-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,23728.00,18202223254,2022-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,23190.00,18202233254,2022-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,21276.00,18202243254,2022-02-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,64556.00,18202313254,2023-05-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,30508.00,18202323254,2023-08-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,27617.00,18202333254,2023-11-01
FRANKLIN,Pharmaceutical and Medicine Manufacturing,30570.00,18202343254,2023-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,24056.00,19201413254,2014-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,24449.00,19201423254,2014-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,16861.00,19201433254,2014-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,6456.00,19201443254,2014-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,34428.00,19201513254,2015-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,33418.00,19201523254,2015-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,19379.00,19201533254,2015-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,18229.00,19201543254,2015-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,82175.00,19201613254,2016-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,72209.00,19201623254,2016-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,58983.00,19201633254,2016-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,48873.00,19201643254,2016-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,89667.00,19201713254,2017-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,78962.00,19201723254,2017-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,73176.00,19201733254,2017-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,42035.00,19201743254,2017-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,100302.00,19201813254,2018-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,86575.00,19201823254,2018-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,77248.00,19201833254,2018-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,68001.00,19201843254,2018-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,99979.00,19201913254,2019-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,77767.00,19201923254,2019-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,75390.00,19201933254,2019-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,55267.00,19201943254,2019-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,52230.00,19202013254,2020-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,47899.00,19202023254,2020-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,37318.00,19202033254,2020-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,35949.00,19202043254,2020-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,63513.00,19202113254,2021-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,62517.00,19202123254,2021-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,38620.00,19202133254,2021-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,28801.00,19202143254,2021-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,36435.00,19202213254,2022-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,42595.00,19202223254,2022-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,35874.00,19202233254,2022-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,36570.00,19202243254,2022-02-01
FULTON,Pharmaceutical and Medicine Manufacturing,40720.00,19202313254,2023-05-01
FULTON,Pharmaceutical and Medicine Manufacturing,51657.00,19202323254,2023-08-01
FULTON,Pharmaceutical and Medicine Manufacturing,44358.00,19202333254,2023-11-01
FULTON,Pharmaceutical and Medicine Manufacturing,34547.00,19202343254,2023-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,121884.00,20201413254,2014-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,60467.00,20201423254,2014-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,58262.00,20201433254,2014-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,40046.00,20201443254,2014-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,94757.00,20201513254,2015-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,63065.00,20201523254,2015-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,45124.00,20201533254,2015-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,42974.00,20201543254,2015-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,102732.00,20201613254,2016-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,106631.00,20201623254,2016-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,106857.00,20201633254,2016-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,73168.00,20201643254,2016-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,92146.00,20201713254,2017-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,116742.00,20201723254,2017-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,87050.00,20201733254,2017-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,53003.00,20201743254,2017-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,99284.00,20201813254,2018-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,100422.00,20201823254,2018-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,73963.00,20201833254,2018-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,82822.00,20201843254,2018-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,93897.00,20201913254,2019-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,84364.00,20201923254,2019-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,96478.00,20201933254,2019-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,66762.00,20201943254,2019-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,84951.00,20202013254,2020-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,91910.00,20202023254,2020-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,67333.00,20202033254,2020-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,64881.00,20202043254,2020-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,85154.00,20202113254,2021-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,94676.00,20202123254,2021-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,67311.00,20202133254,2021-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,61102.00,20202143254,2021-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,106342.00,20202213254,2022-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,84294.00,20202223254,2022-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,80764.00,20202233254,2022-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,49895.00,20202243254,2022-02-01
GENESEE,Pharmaceutical and Medicine Manufacturing,55549.00,20202313254,2023-05-01
GENESEE,Pharmaceutical and Medicine Manufacturing,117355.00,20202323254,2023-08-01
GENESEE,Pharmaceutical and Medicine Manufacturing,69429.00,20202333254,2023-11-01
GENESEE,Pharmaceutical and Medicine Manufacturing,49807.00,20202343254,2023-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,15184.00,21201413254,2014-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,13093.00,21201423254,2014-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,10009.00,21201433254,2014-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,13307.00,21201443254,2014-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,15114.00,21201513254,2015-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,9192.00,21201523254,2015-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,15313.00,21201533254,2015-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,19885.00,21201543254,2015-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,116985.00,21201613254,2016-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,95547.00,21201623254,2016-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,69764.00,21201633254,2016-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,73082.00,21201643254,2016-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,78660.00,21201713254,2017-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,80585.00,21201723254,2017-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,66636.00,21201733254,2017-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,46035.00,21201743254,2017-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,83634.00,21201813254,2018-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,78471.00,21201823254,2018-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,68662.00,21201833254,2018-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,50466.00,21201843254,2018-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,100145.00,21201913254,2019-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,92680.00,21201923254,2019-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,76263.00,21201933254,2019-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,34259.00,21201943254,2019-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,38904.00,21202013254,2020-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,215394.00,21202023254,2020-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,36354.00,21202033254,2020-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,136793.00,21202043254,2020-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,46846.00,21202113254,2021-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,42201.00,21202123254,2021-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,32720.00,21202133254,2021-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,33175.00,21202143254,2021-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,29021.00,21202213254,2022-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,39481.00,21202223254,2022-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,40979.00,21202233254,2022-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,31770.00,21202243254,2022-02-01
GREENE,Pharmaceutical and Medicine Manufacturing,33671.00,21202313254,2023-05-01
GREENE,Pharmaceutical and Medicine Manufacturing,38258.00,21202323254,2023-08-01
GREENE,Pharmaceutical and Medicine Manufacturing,33818.00,21202333254,2023-11-01
GREENE,Pharmaceutical and Medicine Manufacturing,33690.00,21202343254,2023-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,246872.00,22201413254,2014-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,105533.00,22201423254,2014-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,79025.00,22201433254,2014-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,146388.00,22201443254,2014-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,85.00,22201513254,2015-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,50.00,22201523254,2015-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,34.00,22201533254,2015-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,65.00,22201543254,2015-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,53.00,22201613254,2016-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,87.00,22201623254,2016-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,75.00,22201633254,2016-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,78.00,22201643254,2016-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,65.00,22201713254,2017-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,31.00,22201723254,2017-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,44.00,22201733254,2017-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,25.00,22201743254,2017-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,NULL,22201813254,2018-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,NULL,22201823254,2018-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,2.00,22201833254,2018-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,14.00,22201843254,2018-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,9.00,22201913254,2019-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,NULL,22201923254,2019-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,NULL,22201933254,2019-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,1.00,22201943254,2019-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,161.00,22202013254,2020-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,1149.00,22202023254,2020-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,199.00,22202033254,2020-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,261.00,22202043254,2020-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,362.00,22202113254,2021-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,393.00,22202123254,2021-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,269.00,22202133254,2021-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,225.00,22202143254,2021-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,496.00,22202213254,2022-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,672.00,22202223254,2022-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,552.00,22202233254,2022-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,682.00,22202243254,2022-02-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,828.00,22202313254,2023-05-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,460.00,22202323254,2023-08-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,317.00,22202333254,2023-11-01
HAMILTON,Pharmaceutical and Medicine Manufacturing,596.00,22202343254,2023-02-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,20641.00,23201413254,2014-05-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,15148.00,23201423254,2014-08-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,16880.00,23201433254,2014-11-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,18016.00,23201443254,2014-02-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,25047.00,23201513254,2015-05-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,35059.00,23201523254,2015-08-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,20732.00,23201533254,2015-11-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,25563.00,23201543254,2015-02-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,48492.00,23201613254,2016-05-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,99092.00,23201623254,2016-08-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,93488.00,23201633254,2016-11-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,52902.00,23201643254,2016-02-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,105933.00,23201713254,2017-05-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,73850.00,23201723254,2017-08-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,84820.00,23201733254,2017-11-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,64049.00,23201743254,2017-02-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,87085.00,23201813254,2018-05-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,73938.00,23201823254,2018-08-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,86021.00,23201833254,2018-11-01
HERKIMER,Pharmaceutical and Medicine Manufacturing,91304.00,23201843254,2018-02-01
