Jurisdiction, Description, Taxable_Sales_and_Purchases, Row_Update_Indicator, QuarterDate
DUTCHESS,Medical Equipment and Supplies Manufacturing,1525297.00,15201943391,2019-02-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1186395.00,15202013391,2020-05-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1382873.00,15202023391,2020-08-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1412326.00,15202033391,2020-11-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1546505.00,15202043391,2020-02-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1014646.00,15202113391,2021-05-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1375341.00,15202123391,2021-08-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1229922.00,15202133391,2021-11-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1834950.00,15202143391,2021-02-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,2233364.00,15202213391,2022-05-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,2103574.00,15202223391,2022-08-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,2854935.00,15202233391,2022-11-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,2113634.00,15202243391,2022-02-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1777137.00,15202313391,2023-05-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,2293001.00,15202323391,2023-08-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,2168950.00,15202333391,2023-11-01
DUTCHESS,Medical Equipment and Supplies Manufacturing,1996312.00,15202343391,2023-02-01
ERIE,Medical Equipment and Supplies Manufacturing,5450213.00,16201413391,2014-05-01
ERIE,Medical Equipment and Supplies Manufacturing,5130092.00,16201423391,2014-08-01
ERIE,Medical Equipment and Supplies Manufacturing,5404844.00,16201433391,2014-11-01
ERIE,Medical Equipment and Supplies Manufacturing,4916061.00,16201443391,2014-02-01
ERIE,Medical Equipment and Supplies Manufacturing,6055954.00,16201513391,2015-05-01
ERIE,Medical Equipment and Supplies Manufacturing,6033630.00,16201523391,2015-08-01
ERIE,Medical Equipment and Supplies Manufacturing,5309154.00,16201533391,2015-11-01
ERIE,Medical Equipment and Supplies Manufacturing,6588240.00,16201543391,2015-02-01
ERIE,Medical Equipment and Supplies Manufacturing,6896640.00,16201613391,2016-05-01
ERIE,Medical Equipment and Supplies Manufacturing,7746035.00,16201623391,2016-08-01
ERIE,Medical Equipment and Supplies Manufacturing,7455058.00,16201633391,2016-11-01
ERIE,Medical Equipment and Supplies Manufacturing,7577374.00,16201643391,2016-02-01
ERIE,Medical Equipment and Supplies Manufacturing,8662791.00,16201713391,2017-05-01
ERIE,Medical Equipment and Supplies Manufacturing,7798464.00,16201723391,2017-08-01
ERIE,Medical Equipment and Supplies Manufacturing,6690137.00,16201733391,2017-11-01
ERIE,Medical Equipment and Supplies Manufacturing,7255757.00,16201743391,2017-02-01
ERIE,Medical Equipment and Supplies Manufacturing,9012109.00,16201813391,2018-05-01
ERIE,Medical Equipment and Supplies Manufacturing,9458182.00,16201823391,2018-08-01
ERIE,Medical Equipment and Supplies Manufacturing,7955441.00,16201833391,2018-11-01
ERIE,Medical Equipment and Supplies Manufacturing,8478537.00,16201843391,2018-02-01
ERIE,Medical Equipment and Supplies Manufacturing,10784099.00,16201913391,2019-05-01
ERIE,Medical Equipment and Supplies Manufacturing,10169617.00,16201923391,2019-08-01
ERIE,Medical Equipment and Supplies Manufacturing,8165598.00,16201933391,2019-11-01
ERIE,Medical Equipment and Supplies Manufacturing,8908997.00,16201943391,2019-02-01
ERIE,Medical Equipment and Supplies Manufacturing,10280992.00,16202013391,2020-05-01
ERIE,Medical Equipment and Supplies Manufacturing,9335043.00,16202023391,2020-08-01
ERIE,Medical Equipment and Supplies Manufacturing,9216317.00,16202033391,2020-11-01
ERIE,Medical Equipment and Supplies Manufacturing,10360261.00,16202043391,2020-02-01
ERIE,Medical Equipment and Supplies Manufacturing,7014280.00,16202113391,2021-05-01
ERIE,Medical Equipment and Supplies Manufacturing,10448815.00,16202123391,2021-08-01
ERIE,Medical Equipment and Supplies Manufacturing,10692166.00,16202133391,2021-11-01
ERIE,Medical Equipment and Supplies Manufacturing,11589265.00,16202143391,2021-02-01
ERIE,Medical Equipment and Supplies Manufacturing,10389946.00,16202213391,2022-05-01
ERIE,Medical Equipment and Supplies Manufacturing,11339934.00,16202223391,2022-08-01
ERIE,Medical Equipment and Supplies Manufacturing,12825869.00,16202233391,2022-11-01
ERIE,Medical Equipment and Supplies Manufacturing,13394193.00,16202243391,2022-02-01
ERIE,Medical Equipment and Supplies Manufacturing,11444054.00,16202313391,2023-05-01
ERIE,Medical Equipment and Supplies Manufacturing,11939477.00,16202323391,2023-08-01
ERIE,Medical Equipment and Supplies Manufacturing,12876449.00,16202333391,2023-11-01
ERIE,Medical Equipment and Supplies Manufacturing,12193855.00,16202343391,2023-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,43953.00,17201413391,2014-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,42022.00,17201423391,2014-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,32918.00,17201433391,2014-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,25848.00,17201443391,2014-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,56161.00,17201513391,2015-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,82857.00,17201523391,2015-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,52777.00,17201533391,2015-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,34372.00,17201543391,2015-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,23393.00,17201613391,2016-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,35904.00,17201623391,2016-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,28957.00,17201633391,2016-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,27137.00,17201643391,2016-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,38458.00,17201713391,2017-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,55067.00,17201723391,2017-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,35319.00,17201733391,2017-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,81627.00,17201743391,2017-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,31128.00,17201813391,2018-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,37985.00,17201823391,2018-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,45352.00,17201833391,2018-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,34009.00,17201843391,2018-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,55041.00,17201913391,2019-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,38484.00,17201923391,2019-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,97292.00,17201933391,2019-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,51153.00,17201943391,2019-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,32657.00,17202013391,2020-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,48920.00,17202023391,2020-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,42568.00,17202033391,2020-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,28798.00,17202043391,2020-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,20443.00,17202113391,2021-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,41322.00,17202123391,2021-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,44415.00,17202133391,2021-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,72114.00,17202143391,2021-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,47442.00,17202213391,2022-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,34407.00,17202223391,2022-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,57793.00,17202233391,2022-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,44620.00,17202243391,2022-02-01
ESSEX,Medical Equipment and Supplies Manufacturing,36058.00,17202313391,2023-05-01
ESSEX,Medical Equipment and Supplies Manufacturing,38127.00,17202323391,2023-08-01
ESSEX,Medical Equipment and Supplies Manufacturing,46008.00,17202333391,2023-11-01
ESSEX,Medical Equipment and Supplies Manufacturing,218280.00,17202343391,2023-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,74092.00,18201413391,2014-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,43020.00,18201423391,2014-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,32014.00,18201433391,2014-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,16847.00,18201443391,2014-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,10795.00,18201513391,2015-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,17941.00,18201523391,2015-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,29632.00,18201533391,2015-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,40034.00,18201543391,2015-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,86907.00,18201613391,2016-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,41695.00,18201623391,2016-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,36436.00,18201633391,2016-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,52300.00,18201643391,2016-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,57932.00,18201713391,2017-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,32455.00,18201723391,2017-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,44521.00,18201733391,2017-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,83295.00,18201743391,2017-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,49942.00,18201813391,2018-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,116499.00,18201823391,2018-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,66931.00,18201833391,2018-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,93602.00,18201843391,2018-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,53924.00,18201913391,2019-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,43639.00,18201923391,2019-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,524451.00,18201933391,2019-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,714957.00,18201943391,2019-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,47819.00,18202013391,2020-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,89115.00,18202023391,2020-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,41915.00,18202033391,2020-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,423496.00,18202043391,2020-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,62152.00,18202113391,2021-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,37360.00,18202123391,2021-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,46963.00,18202133391,2021-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,52121.00,18202143391,2021-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,51531.00,18202213391,2022-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,43339.00,18202223391,2022-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,47711.00,18202233391,2022-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,74117.00,18202243391,2022-02-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,99782.00,18202313391,2023-05-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,42392.00,18202323391,2023-08-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,144850.00,18202333391,2023-11-01
FRANKLIN,Medical Equipment and Supplies Manufacturing,55003.00,18202343391,2023-02-01
FULTON,Medical Equipment and Supplies Manufacturing,47133.00,19201413391,2014-05-01
FULTON,Medical Equipment and Supplies Manufacturing,77744.00,19201423391,2014-08-01
FULTON,Medical Equipment and Supplies Manufacturing,44120.00,19201433391,2014-11-01
FULTON,Medical Equipment and Supplies Manufacturing,52418.00,19201443391,2014-02-01
FULTON,Medical Equipment and Supplies Manufacturing,53745.00,19201513391,2015-05-01
FULTON,Medical Equipment and Supplies Manufacturing,50323.00,19201523391,2015-08-01
FULTON,Medical Equipment and Supplies Manufacturing,56519.00,19201533391,2015-11-01
FULTON,Medical Equipment and Supplies Manufacturing,56264.00,19201543391,2015-02-01
FULTON,Medical Equipment and Supplies Manufacturing,63510.00,19201613391,2016-05-01
FULTON,Medical Equipment and Supplies Manufacturing,50057.00,19201623391,2016-08-01
FULTON,Medical Equipment and Supplies Manufacturing,42178.00,19201633391,2016-11-01
FULTON,Medical Equipment and Supplies Manufacturing,52711.00,19201643391,2016-02-01
FULTON,Medical Equipment and Supplies Manufacturing,63365.00,19201713391,2017-05-01
FULTON,Medical Equipment and Supplies Manufacturing,48658.00,19201723391,2017-08-01
FULTON,Medical Equipment and Supplies Manufacturing,116702.00,19201733391,2017-11-01
FULTON,Medical Equipment and Supplies Manufacturing,66699.00,19201743391,2017-02-01
FULTON,Medical Equipment and Supplies Manufacturing,136673.00,19201813391,2018-05-01
FULTON,Medical Equipment and Supplies Manufacturing,72702.00,19201823391,2018-08-01
FULTON,Medical Equipment and Supplies Manufacturing,71808.00,19201833391,2018-11-01
FULTON,Medical Equipment and Supplies Manufacturing,60114.00,19201843391,2018-02-01
FULTON,Medical Equipment and Supplies Manufacturing,61976.00,19201913391,2019-05-01
FULTON,Medical Equipment and Supplies Manufacturing,76725.00,19201923391,2019-08-01
FULTON,Medical Equipment and Supplies Manufacturing,54924.00,19201933391,2019-11-01
FULTON,Medical Equipment and Supplies Manufacturing,59236.00,19201943391,2019-02-01
FULTON,Medical Equipment and Supplies Manufacturing,103073.00,19202013391,2020-05-01
FULTON,Medical Equipment and Supplies Manufacturing,75051.00,19202023391,2020-08-01
FULTON,Medical Equipment and Supplies Manufacturing,64994.00,19202033391,2020-11-01
FULTON,Medical Equipment and Supplies Manufacturing,57252.00,19202043391,2020-02-01
FULTON,Medical Equipment and Supplies Manufacturing,39664.00,19202113391,2021-05-01
FULTON,Medical Equipment and Supplies Manufacturing,185014.00,19202123391,2021-08-01
FULTON,Medical Equipment and Supplies Manufacturing,132738.00,19202133391,2021-11-01
FULTON,Medical Equipment and Supplies Manufacturing,63245.00,19202143391,2021-02-01
FULTON,Medical Equipment and Supplies Manufacturing,58235.00,19202213391,2022-05-01
FULTON,Medical Equipment and Supplies Manufacturing,75365.00,19202223391,2022-08-01
FULTON,Medical Equipment and Supplies Manufacturing,77258.00,19202233391,2022-11-01
FULTON,Medical Equipment and Supplies Manufacturing,59387.00,19202243391,2022-02-01
FULTON,Medical Equipment and Supplies Manufacturing,89545.00,19202313391,2023-05-01
FULTON,Medical Equipment and Supplies Manufacturing,65850.00,19202323391,2023-08-01
FULTON,Medical Equipment and Supplies Manufacturing,58978.00,19202333391,2023-11-01
FULTON,Medical Equipment and Supplies Manufacturing,57078.00,19202343391,2023-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,160669.00,20201413391,2014-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,171961.00,20201423391,2014-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,92088.00,20201433391,2014-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,100069.00,20201443391,2014-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,232308.00,20201513391,2015-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,98277.00,20201523391,2015-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,103790.00,20201533391,2015-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,123341.00,20201543391,2015-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,118968.00,20201613391,2016-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,226298.00,20201623391,2016-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,122753.00,20201633391,2016-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,291547.00,20201643391,2016-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,492358.00,20201713391,2017-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,103976.00,20201723391,2017-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,86761.00,20201733391,2017-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,286044.00,20201743391,2017-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,143095.00,20201813391,2018-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,94715.00,20201823391,2018-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,90574.00,20201833391,2018-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,86679.00,20201843391,2018-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,193744.00,20201913391,2019-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,138514.00,20201923391,2019-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,186946.00,20201933391,2019-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,151397.00,20201943391,2019-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,154267.00,20202013391,2020-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,121218.00,20202023391,2020-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,128599.00,20202033391,2020-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,135599.00,20202043391,2020-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,70980.00,20202113391,2021-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,97302.00,20202123391,2021-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,109812.00,20202133391,2021-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,107405.00,20202143391,2021-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,167789.00,20202213391,2022-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,286281.00,20202223391,2022-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,333262.00,20202233391,2022-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,349859.00,20202243391,2022-02-01
GENESEE,Medical Equipment and Supplies Manufacturing,300721.00,20202313391,2023-05-01
GENESEE,Medical Equipment and Supplies Manufacturing,346869.00,20202323391,2023-08-01
GENESEE,Medical Equipment and Supplies Manufacturing,365699.00,20202333391,2023-11-01
GENESEE,Medical Equipment and Supplies Manufacturing,336424.00,20202343391,2023-02-01
GREENE,Medical Equipment and Supplies Manufacturing,18212.00,21201413391,2014-05-01
GREENE,Medical Equipment and Supplies Manufacturing,27232.00,21201423391,2014-08-01
GREENE,Medical Equipment and Supplies Manufacturing,33936.00,21201433391,2014-11-01
GREENE,Medical Equipment and Supplies Manufacturing,31226.00,21201443391,2014-02-01
GREENE,Medical Equipment and Supplies Manufacturing,35389.00,21201513391,2015-05-01
GREENE,Medical Equipment and Supplies Manufacturing,46222.00,21201523391,2015-08-01
GREENE,Medical Equipment and Supplies Manufacturing,16511.00,21201533391,2015-11-01
GREENE,Medical Equipment and Supplies Manufacturing,24637.00,21201543391,2015-02-01
GREENE,Medical Equipment and Supplies Manufacturing,68938.00,21201613391,2016-05-01
GREENE,Medical Equipment and Supplies Manufacturing,57454.00,21201623391,2016-08-01
GREENE,Medical Equipment and Supplies Manufacturing,51891.00,21201633391,2016-11-01
GREENE,Medical Equipment and Supplies Manufacturing,54892.00,21201643391,2016-02-01
GREENE,Medical Equipment and Supplies Manufacturing,39137.00,21201713391,2017-05-01
GREENE,Medical Equipment and Supplies Manufacturing,28294.00,21201723391,2017-08-01
GREENE,Medical Equipment and Supplies Manufacturing,45193.00,21201733391,2017-11-01
GREENE,Medical Equipment and Supplies Manufacturing,62025.00,21201743391,2017-02-01
GREENE,Medical Equipment and Supplies Manufacturing,37538.00,21201813391,2018-05-01
GREENE,Medical Equipment and Supplies Manufacturing,65604.00,21201823391,2018-08-01
GREENE,Medical Equipment and Supplies Manufacturing,45463.00,21201833391,2018-11-01
GREENE,Medical Equipment and Supplies Manufacturing,51979.00,21201843391,2018-02-01
GREENE,Medical Equipment and Supplies Manufacturing,107402.00,21201913391,2019-05-01
GREENE,Medical Equipment and Supplies Manufacturing,74584.00,21201923391,2019-08-01
GREENE,Medical Equipment and Supplies Manufacturing,37382.00,21201933391,2019-11-01
GREENE,Medical Equipment and Supplies Manufacturing,29655.00,21201943391,2019-02-01
GREENE,Medical Equipment and Supplies Manufacturing,46433.00,21202013391,2020-05-01
GREENE,Medical Equipment and Supplies Manufacturing,37795.00,21202023391,2020-08-01
GREENE,Medical Equipment and Supplies Manufacturing,40753.00,21202033391,2020-11-01
GREENE,Medical Equipment and Supplies Manufacturing,27347.00,21202043391,2020-02-01
GREENE,Medical Equipment and Supplies Manufacturing,33072.00,21202113391,2021-05-01
GREENE,Medical Equipment and Supplies Manufacturing,37684.00,21202123391,2021-08-01
GREENE,Medical Equipment and Supplies Manufacturing,40752.00,21202133391,2021-11-01
GREENE,Medical Equipment and Supplies Manufacturing,42293.00,21202143391,2021-02-01
GREENE,Medical Equipment and Supplies Manufacturing,45268.00,21202213391,2022-05-01
GREENE,Medical Equipment and Supplies Manufacturing,35100.00,21202223391,2022-08-01
GREENE,Medical Equipment and Supplies Manufacturing,80454.00,21202233391,2022-11-01
GREENE,Medical Equipment and Supplies Manufacturing,44529.00,21202243391,2022-02-01
GREENE,Medical Equipment and Supplies Manufacturing,31655.00,21202313391,2023-05-01
GREENE,Medical Equipment and Supplies Manufacturing,65333.00,21202323391,2023-08-01
GREENE,Medical Equipment and Supplies Manufacturing,73284.00,21202333391,2023-11-01
GREENE,Medical Equipment and Supplies Manufacturing,39138.00,21202343391,2023-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,970.00,22201413391,2014-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2221.00,22201423391,2014-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,858.00,22201433391,2014-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1341.00,22201443391,2014-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,740.00,22201513391,2015-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2451.00,22201523391,2015-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,4763.00,22201533391,2015-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1298.00,22201543391,2015-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1124.00,22201613391,2016-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1348.00,22201623391,2016-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,992.00,22201633391,2016-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2155.00,22201643391,2016-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,628.00,22201713391,2017-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1009.00,22201723391,2017-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1687.00,22201733391,2017-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,654.00,22201743391,2017-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,590.00,22201813391,2018-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,847.00,22201823391,2018-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2514.00,22201833391,2018-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,605.00,22201843391,2018-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,765.00,22201913391,2019-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,389.00,22201923391,2019-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1128.00,22201933391,2019-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1320.00,22201943391,2019-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2134.00,22202013391,2020-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1231.00,22202023391,2020-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,584.00,22202033391,2020-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,927.00,22202043391,2020-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1349.00,22202113391,2021-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1904.00,22202123391,2021-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2051.00,22202133391,2021-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1633.00,22202143391,2021-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2940.00,22202213391,2022-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,3751.00,22202223391,2022-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2176.00,22202233391,2022-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1432.00,22202243391,2022-02-01
HAMILTON,Medical Equipment and Supplies Manufacturing,533.00,22202313391,2023-05-01
HAMILTON,Medical Equipment and Supplies Manufacturing,2242.00,22202323391,2023-08-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1930.00,22202333391,2023-11-01
HAMILTON,Medical Equipment and Supplies Manufacturing,1522.00,22202343391,2023-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,48562.00,23201413391,2014-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,47503.00,23201423391,2014-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,50656.00,23201433391,2014-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,116921.00,23201443391,2014-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,52224.00,23201513391,2015-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,46219.00,23201523391,2015-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,46853.00,23201533391,2015-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,109376.00,23201543391,2015-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,37543.00,23201613391,2016-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,58122.00,23201623391,2016-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,48634.00,23201633391,2016-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,97818.00,23201643391,2016-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,67767.00,23201713391,2017-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,46272.00,23201723391,2017-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,74039.00,23201733391,2017-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,133243.00,23201743391,2017-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,62624.00,23201813391,2018-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,120227.00,23201823391,2018-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,145869.00,23201833391,2018-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,52327.00,23201843391,2018-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,60820.00,23201913391,2019-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,58131.00,23201923391,2019-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,127401.00,23201933391,2019-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,100589.00,23201943391,2019-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,79768.00,23202013391,2020-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,84049.00,23202023391,2020-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,100004.00,23202033391,2020-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,211190.00,23202043391,2020-02-01
HERKIMER,Medical Equipment and Supplies Manufacturing,60785.00,23202113391,2021-05-01
HERKIMER,Medical Equipment and Supplies Manufacturing,71599.00,23202123391,2021-08-01
HERKIMER,Medical Equipment and Supplies Manufacturing,104754.00,23202133391,2021-11-01
HERKIMER,Medical Equipment and Supplies Manufacturing,136867.00,23202143391,2021-02-01
